DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW)
2024-01-01 00:00:00,17.483570765056164,1.0246504778432004,13.66084868925315,56.36433800000002
2024-01-01 01:00:00,14.308678494144077,1.0498221748496785,6.76996261758696,13.57871
2024-01-01 02:00:00,18.23844269050346,1.1140149038521265,7.712442282560206,20.844000999999963
2024-01-01 03:00:00,22.61514928204013,1.1580540686568375,13.108908676217439,55.00825299999991
2024-01-01 04:00:00,13.82923312638332,0.8984905808172131,8.213395194448422,24.823720000000012
2024-01-01 05:00:00,13.829315215254097,0.9189142488789661,12.701599231994775,55.80219099999995
2024-01-01 06:00:00,22.896064077536955,0.8742422141085384,15.098307949026129,53.960596
2024-01-01 07:00:00,18.837173645764544,0.9765980140893019,8.7946149191751,30.184877999999983
2024-01-01 08:00:00,12.652628070325239,1.0466358374446334,12.044086979725916,57.210367999999995
2024-01-01 09:00:00,17.712800217929825,1.0987334516589102,6.538923155980425,11.881960999999995
2024-01-01 10:00:00,12.682911535937688,0.9924048976357477,12.264199894203427,57.282967000000006
2024-01-01 11:00:00,12.671351232148716,0.9680152476745156,10.598271957960302,48.972150999999975
2024-01-01 12:00:00,16.20981135783017,1.015175799224874,11.419114846480646,54.99052900000001
2024-01-01 13:00:00,5.43359877671101,0.9164857098369977,8.063283783893816,24.205704000000004
2024-01-01 14:00:00,6.375410837434837,1.2089538721694773,5.016749753298482,4.428252100000002
2024-01-01 15:00:00,12.188562353795136,0.8392338972881941,11.509756194248514,55.061856000000034
2024-01-01 16:00:00,9.93584439832788,1.0184740578895723,3.809790542561636,0.9845829199999991
2024-01-01 17:00:00,16.571236662976368,1.202360621922964,9.047948523272396,33.07291699999997
2024-01-01 18:00:00,10.459879622393945,1.0006799844559997,12.823545599259909,57.94616500000007
2024-01-01 19:00:00,7.938481493323542,0.9809960964998505,10.575693207619109,49.662509
2024-01-01 20:00:00,22.32824384460777,0.9642554577189573,15.84502793436944,54.18390800000002
2024-01-01 21:00:00,13.871118497567322,0.9819608318237593,13.07532745774532,56.740528000000005
2024-01-01 22:00:00,15.33764102343962,1.1372848474676531,8.03830483502327,23.506174999999995
2024-01-01 23:00:00,7.8762590689327165,0.7788138088670493,10.081940139554316,44.04361899999999
2024-01-02 00:00:00,12.278086377374088,1.1533433701296325,9.857887892366692,41.875775000000004
2024-01-02 01:00:00,15.55461294854933,0.8576042847549855,5.253469709961618,5.135269900000005
2024-01-02 02:00:00,9.245032112888486,0.9733347670765585,7.17880325054694,16.717449000000002
2024-01-02 03:00:00,16.87849009172836,0.9570755579701338,8.31771727906042,25.592745000000004
2024-01-02 04:00:00,11.996806550405974,1.058855326977072,3.8913384914321902,1.1543918999999998
2024-01-02 05:00:00,13.541531251033616,0.8401875648116253,10.142480404754929,43.18872900000002
2024-01-02 06:00:00,11.991466938853016,1.0462172666081944,9.252784466040877,35.49085399999997
2024-01-02 07:00:00,24.261390922544688,1.2024309623286853,4.981318296065277,3.984212099999999
2024-01-02 08:00:00,14.932513876310331,0.8636825995407189,11.212638595831997,52.59636399999997
2024-01-02 09:00:00,9.711445355220498,1.0189706167610395,12.147618234072878,58.00790500000007
2024-01-02 10:00:00,19.112724560515943,0.933801782220339,10.681103436594666,48.45903800000002
2024-01-02 11:00:00,8.895781750144888,1.0425887206193036,9.02779547437309,33.90200799999996
2024-01-02 12:00:00,16.044317975023777,1.0019147777415751,11.774326455255565,56.028698999999996
2024-01-02 13:00:00,5.201649380601122,0.935851309095569,12.040661081430073,57.46156299999996
2024-01-02 14:00:00,8.359069755507846,1.0487872284871074,10.922210709159065,52.622156
2024-01-02 15:00:00,15.984306179345618,1.1804348109786744,7.526163248695717,19.395987999999996
2024-01-02 16:00:00,18.692332899977053,0.9809096208272702,10.829802296533542,50.310410999999995
2024-01-02 17:00:00,15.856841405949853,1.0719757942148183,13.586441952476438,56.76624700000006
2024-01-02 18:00:00,14.421758588058797,0.8706727042128837,8.21011282416481,24.866057
2024-01-02 19:00:00,13.494481522053556,0.9043563623181992,16.293818017397292,55.97524099999999
2024-01-02 20:00:00,7.607390048162863,1.0472406277880377,8.423107198043846,28.080973999999987
2024-01-02 21:00:00,11.400778958026457,1.1484116028535964,10.09722104002041,44.39374599999997
2024-01-02 22:00:00,12.696806145201062,1.035561334878566,7.982543211980992,23.36907099999998
2024-01-02 23:00:00,20.285611131094576,0.9686941969476845,10.669812507760783,48.25167700000004
2024-01-03 00:00:00,16.71809144784231,0.9999291405423354,4.7733349220941745,3.420862099999999
2024-01-03 01:00:00,6.18479922318633,0.8749592266030283,8.361874603549836,27.08437600000001
2024-01-03 02:00:00,16.620419846973974,1.0604515326355366,6.723636398954298,13.064244
2024-01-03 03:00:00,13.074588597918417,1.0882333062323408,10.406015043676872,47.35361499999999
2024-01-03 04:00:00,11.615389998470206,0.954790966716692,12.983342126526722,56.22763900000001
2024-01-03 05:00:00,18.05838144420434,0.9529957852240498,11.938018561343654,54.855405999999995
2024-01-03 06:00:00,20.154997612479754,1.0265878229652048,2.885021917423323,1.3281959422727265
2024-01-03 07:00:00,19.656400595580994,0.9563280263959404,16.126208958783643,54.72303600000006
2024-01-03 08:00:00,10.803912383886807,0.9933867385374178,10.885839821862605,52.73541300000001
2024-01-03 09:00:00,13.453938120743928,1.2099721789166515,7.670502578520999,20.655611000000007
2024-01-03 10:00:00,16.65631715701782,0.9752974299254004,10.471383756972823,46.35868899999998
2024-01-03 11:00:00,19.877725635611796,0.9641659847978777,10.528569467508078,46.503015999999995
2024-01-03 12:00:00,12.60412881077355,0.9352458194364841,7.9994538491453095,22.762281999999992
2024-01-03 13:00:00,14.071705116680914,1.0744191971499937,10.593750002026226,48.585905
2024-01-03 14:00:00,9.468325129969859,0.9818775826781897,8.177583137139077,25.216527999999993
2024-01-03 15:00:00,9.018966879596647,0.9350626961678574,8.786914021929931,31.015337000000013
2024-01-03 16:00:00,19.062629111970992,1.1321304032273012,7.941162592734747,22.487063000000006
2024-01-03 17:00:00,21.781200142854114,1.1419603004513637,5.701986130781042,7.348254600000002
2024-01-03 18:00:00,14.63994939209833,0.9399576434261295,10.437509410646152,46.188562000000054
2024-01-03 19:00:00,20.01766448946012,0.8133460048639384,11.755898309549014,54.11087699999999
2024-01-03 20:00:00,16.80818012523817,1.1007513689836923,11.544650788229117,55.241767
2024-01-03 21:00:00,11.774401226974378,0.9315370174239996,12.459775757905703,56.22032000000006
2024-01-03 22:00:00,16.80697802754207,1.0790625599162769,10.973020630044605,51.575622
2024-01-03 23:00:00,22.690182832329846,0.8029896182288164,8.40182350534929,25.837603000000012
2024-01-04 00:00:00,14.820869804450242,1.089259733829931,12.518991593293567,56.940787
2024-01-04 01:00:00,22.82321827907003,0.8788828070719219,5.927447380474195,8.108125899999994
2024-01-04 02:00:00,1.9012744795512777,1.0730764119066525,7.29798585246256,18.548662
2024-01-04 03:00:00,19.10951252187612,1.0014273067836434,7.107399785730266,16.011683999999992
2024-01-04 04:00:00,15.435235341190856,0.9046060580603354,13.240168177417932,55.365593999999966
2024-01-04 05:00:00,13.504963247670663,0.9592963687073219,12.828365542420226,55.97734099999998
2024-01-04 06:00:00,15.458803882677511,1.06863184569567,11.461915711134985,55.16262099999997
2024-01-04 07:00:00,5.0621554269955364,1.0105894453115234,13.215789595635393,59.145725999999996
2024-01-04 08:00:00,13.90164056081244,1.0584412980472484,7.362151652764036,18.344480999999995
2024-01-04 09:00:00,16.78556285755873,1.1976440584515486,11.045785359582942,52.19137600000001
2024-01-04 10:00:00,22.38947022370758,0.8435758388288949,9.624476714850507,37.11718700000001
2024-01-04 11:00:00,12.408648908631763,1.1617212574968625,12.540646311654742,57.35957000000001
2024-01-04 12:00:00,10.957531985534061,1.0104355937523213,9.654327302343408,39.329510999999975
2024-01-04 13:00:00,12.491214782077318,0.9101215951676872,8.845171334769756,30.976101000000043
2024-01-04 14:00:00,19.57701058851037,0.866968637426101,11.622725555682969,53.91853500000003
2024-01-04 15:00:00,16.643755548298422,0.9810879609222967,12.628507501573699,56.13748199999999
2024-01-04 16:00:00,12.351198981164806,1.092165011192446,7.994964415459595,23.268909999999977
2024-01-04 17:00:00,17.56633716556678,0.9872450879622465,9.816772985942873,40.47995699999998
2024-01-04 18:00:00,15.485387746740201,1.1511154930247347,6.824678099075042,14.019887999999996
2024-01-04 19:00:00,19.843224952664446,0.8548824309948441,2.505816947521182,5.97257994455243
2024-01-04 20:00:00,11.489734530613237,0.9987911052153945,10.601378894241186,49.59487900000001
2024-01-04 21:00:00,13.361689267011158,0.8747606555586881,11.826716068763895,55.51240499999995
2024-01-04 22:00:00,13.039459234339212,1.0363631882624968,10.786200427260177,51.43400499999998
2024-01-04 23:00:00,7.682425259339407,1.08868873900973,4.1513148467368985,1.742228400000001
2024-01-05 00:00:00,16.48060138532288,0.9579238206318946,8.947451709770576,31.318266000000026
2024-01-05 01:00:00,16.305276360899448,0.7395786143372866,3.3449567198467562,6.5270167525814555
2024-01-05 02:00:00,15.025567283212304,1.0198948146796494,14.109103322962554,56.93338300000001
2024-01-05 03:00:00,13.827064333124266,1.0436738551733509,6.741836253645742,13.436580000000001
